59,2023-02-28 22:38:35.558889
124,2023-02-28 22:38:49.837669
135,2023-02-28 22:39:04.775538
1,2023-02-28 22:39:12.408538
186,2023-02-28 22:39:31.436580
24,2023-02-28 22:40:10.351510
1,2023-02-28 22:40:18.052268
21,2023-02-28 22:40:26.639421
23,2023-02-28 22:40:35.331402
17,2023-02-28 22:40:44.010128
160,2023-02-28 22:41:00.851467
21,2023-02-28 22:41:09.342405
72,2023-02-28 22:41:21.234895
1,2023-02-28 22:41:28.859264
1,2023-02-28 22:41:36.503978
1,2023-02-28 22:41:44.123811
1,2023-02-28 22:41:51.757247
1,2023-02-28 22:41:59.385874
1,2023-02-28 22:42:07.028134
76,2023-02-28 22:42:18.665126
643,2023-02-28 22:42:56.130499
36,2023-02-28 22:43:05.366213
90,2023-02-28 22:43:18.339224
1,2023-02-28 22:43:25.959018
110,2023-02-28 22:43:40.558546
1,2023-02-28 22:43:48.099018
1,2023-02-28 22:43:55.728718
107,2023-02-28 22:44:10.497706
1408,2023-02-28 22:45:26.722350
95,2023-02-28 22:45:39.174792
1,2023-02-28 22:45:46.795933
115,2023-02-28 22:46:01.116508
1,2023-02-28 22:46:08.657824
244,2023-02-28 22:46:30.166847
164,2023-02-28 22:46:46.424436
3,2023-02-28 22:46:54.059966
102,2023-02-28 22:47:07.303788
9,2023-02-28 22:47:15.485420
1439,2023-02-28 22:48:48.391687
148,2023-02-28 22:49:05.260922
40,2023-02-28 22:49:14.715472
93,2023-02-28 22:49:26.823127
55,2023-02-28 22:49:37.299100
76,2023-02-28 22:49:49.014737
51,2023-02-28 22:49:59.016686
1,2023-02-28 22:50:06.649044
89,2023-02-28 22:50:18.872912
803,2023-02-28 22:51:08.237900
71,2023-03-01 19:24:47.136870
31,2023-03-01 19:24:56.134799
13,2023-03-01 19:25:04.239345
1,2023-03-01 19:25:11.769338
125,2023-03-01 19:25:26.379968
1,2023-03-01 19:25:33.924972
54,2023-03-01 19:25:44.118513
24,2023-03-01 19:25:52.768390
17,2023-03-01 19:26:01.056292
34,2023-03-01 19:26:10.177615
6,2023-03-01 19:26:18.898736
7,2023-03-01 19:26:26.720486
64,2023-03-01 19:26:37.695721
7,2023-03-01 19:26:45.542999
55,2023-03-01 19:26:55.797344
154,2023-03-01 19:27:34.150412
1,2023-03-01 19:27:41.688246
1,2023-03-01 19:27:49.226631
1,2023-03-01 19:27:56.768182
2,2023-03-01 19:28:04.422879
5,2023-03-01 19:28:12.343055
1,2023-03-01 19:28:19.879598
1,2023-03-01 19:28:27.414023
1,2023-03-01 19:28:34.950610
54,2023-03-01 19:28:45.031816
133,2023-03-01 19:29:00.698684
93,2023-03-01 19:29:13.059614
1,2023-03-01 19:29:20.587886
75,2023-03-01 19:29:31.931100
1,2023-03-01 19:29:39.468227
67,2023-03-01 19:29:50.417753
34,2023-03-01 19:29:59.558898
56,2023-03-01 19:30:09.897323
100,2023-03-01 19:30:22.775759
49,2023-03-01 19:30:32.699881
109,2023-03-01 19:30:48.542651
8,2023-03-01 19:30:56.402248
61,2023-03-01 19:31:06.827906
16,2023-03-01 19:31:15.060937
459,2023-03-01 19:31:45.493372
117,2023-03-01 19:31:58.816748
18,2023-03-01 19:32:07.183806
24,2023-03-01 19:32:15.852871
15,2023-03-01 19:32:24.073219
31,2023-03-01 19:32:33.082946
21,2023-03-01 19:32:41.604809
5,2023-03-01 19:32:49.332901
25,2023-03-01 19:32:58.053141
40,2023-03-01 19:33:07.543056
0,2023-03-01 19:34:11.326035
1,2023-03-01 19:34:18.862506
1,2023-03-01 19:34:26.399696
0,2023-03-01 19:38:41.328948
1,2023-03-01 19:38:48.859430
1,2023-03-01 19:38:56.397536
1,2023-03-01 19:39:06.086665
1,2023-03-01 19:39:15.696672
1,2023-03-01 19:39:25.304939
1,2023-03-01 19:39:35.002248
1,2023-03-01 19:39:44.689586
1,2023-03-01 19:39:54.290503
1,2023-03-01 19:40:06.844386
1,2023-03-01 19:40:16.491011
1,2023-03-01 19:40:26.097023
1,2023-03-01 19:40:35.699412
1,2023-03-01 19:40:45.308028
1,2023-03-01 19:40:54.940822
1,2023-03-01 19:41:04.563842
1,2023-03-01 19:41:14.203663
1,2023-03-01 19:41:23.829341
1,2023-03-01 19:41:33.439893
1,2023-03-01 19:41:43.045856
1,2023-03-01 19:41:52.726558
1,2023-03-01 19:42:02.385437
0,2023-03-01 19:46:01.545112
1,2023-03-01 19:46:09.088461
1,2023-03-01 19:46:16.626632
0,2023-03-01 19:49:12.571205
1,2023-03-01 19:49:20.111437
1,2023-03-01 19:49:27.652442
20,2023-03-01 19:49:41.244829
7,2023-03-01 19:49:54.361466
54,2023-03-01 19:50:09.831021
247,2023-03-01 19:50:31.870802
181,2023-03-01 19:50:49.917593
1,2023-03-01 19:50:57.457829
96,2023-03-01 19:51:10.257450
11,2023-03-01 19:51:18.286721
46,2023-03-01 19:51:28.220423
48,2023-03-01 19:51:38.315219
59,2023-03-01 19:51:48.752482
72,2023-03-01 19:51:59.775191
43,2023-03-01 19:52:09.411902
0,2023-03-01 21:42:20.358630
1,2023-03-01 21:42:27.894466
1,2023-03-01 21:42:35.429580
1,2023-03-01 21:42:42.957938
1,2023-03-01 21:42:50.495410
